"","x"
"812","@KevinSpacey Best wishes to you during these rough times.  Hang in there!  As an Anarchist, I, for one, am sick to‚Ä¶ https://t.co/Dg2Xhip3fr"
"813","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/7gFHUxiz27"
"814","@EmmaPeel_Knight @JornLiverod @ImMici @albinokid @KevinSpacey @cosmos Trust me, as someone who has first hand been‚Ä¶ https://t.co/LN9WPsxbGF"
"815","@KevinSpacey Why you gotta diddle kids, like cmon man."
"816","@cosrnos @JornLiverod @ImMici @albinokid @KevinSpacey @cosmos A person who has been raped, comes immediately forwar‚Ä¶ https://t.co/8RkeDYcUxu"
"817","@dickandcomix @jvm125 @A_Thon_X @yasman02 @nerkish @Pontifex @realDonaldTrump @POTUSThump @DonaldJTrumpJr‚Ä¶ https://t.co/VAB5IuXw17"
"818","CNN's new season of House of Cards is so much better now that they replaced @KevinSpacey  with #MichaelFlynn !‚Ä¶ https://t.co/Udqa3PolzM"
"819","@EddieMcGraw @FIFAcom @KevinSpacey And you, discussing Putin and Infantino..."
"820","@JornLiverod @KevinSpacey @albinokid I find it unbelievable that you literally are defending a liar and admitted pe‚Ä¶ https://t.co/eXYXuaj277"
"821","#WorldCupDraw Putin and the @FIFAcom president discussing the importance of ""fair play."" Next up - @KevinSpacey and‚Ä¶ https://t.co/F3s3pJDFqa"
"822","@JornLiverod @KevinSpacey @albinokid Maybe you should ask the dozens of people he‚Äôs sexually assaulted that question"
"823","@albinokid Yes. @KevinSpacey should have thought about his life and career before he abused 15 children and men. He‚Ä¶ https://t.co/riy9oeKYFf"
"824","@Pembys @KevinSpacey @albinokid .. thats my point.. What damage did @KevinSpacey actually do this @albinokid `s lif‚Ä¶ https://t.co/U1rKhcVPS5"
"825","Wow the Horrible Bosses poster really predicted @KevinSpacey takedown https://t.co/Fhtc6M9VQJ"
"826","@JornLiverod @ImMici @albinokid @KevinSpacey What about all the other accusers? @albinokid may have been the first,‚Ä¶ https://t.co/yBXHI1231U"
"827","This is like @HouseofCards just waiting on @KevinSpacey"
"828","@margarethendren @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/GGZjEsKJ9h"
"829","@MoistXD @stupidbIack @ItsHooverr @Zaptie @KevinSpacey foreshadowing"
"830","I‚Äôm watching the #FredClaus movie and remembered that @KevinSpacey was in it. #tainted #youveruinedit #Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏©"
"831","@margarethendren @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/qtT8HzZlqK"
"832","@margarethendren @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/K7L5BefFVN"
"833","@margarethendren @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/z1kBoUSB41"
"834","@albinokid Pretty sure @KevinSpacey ‚Äòs life and career are over because of what HE did, @JornLiverod. Stay strong @albinokid !!!"
"835","@JornLiverod @albinokid @KevinSpacey Wow.  Way to deflect responsibility."
"836","@BillySantos2u @tedlieu @KevinSpacey That San Francisco jury just secured President Trump's re-election
Enjoy the next seven years, Teddy"
"837","@margarethendren @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/8XTx7Dp7Qh"
"838","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/GK0uWIQYa9"
"839","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/aofkBt1pCo"
"840","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/GKXwchI0Us"
"841","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/2xaverM2dU"
"842","@NYDailyNews @KevinSpacey And the producers are responsible too. They could've killed Spacey's character and contin‚Ä¶ https://t.co/PFw7GObOGg"
"843","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/M4mUXDObql"
"844","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/3MEeDZmMsD"
"845","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/goQlRyAJYq"
"846","https://t.co/ldsSx1qc6c
@KevinSpacey has homosexual sex in Bill Clinton's limo. Not a peep from MSM despite credibility of witness"
"847","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/CWGaDelmEi"
"848","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/kfAfTuNgQ5"
"849","@NYDailyNews Wrong headline @NyDailyNews! It should be: ""An investigation into the people who blame victims of sexu‚Ä¶ https://t.co/M9HIeNKMRi"
"850","@SportsPlusShow @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/LgYKLkSdSV"
"851","@KevinSpacey How do you feel about your accent in See No Evil, Hear No Evil? #Netflix"
"852","The #Untouchables2 ""Takedown of the Trumps and his Boot Lickers"" starring @PoulterWill as #RobertMueller,‚Ä¶ https://t.co/nIEu9a7NN5"
"853","@albinokid These people think you ruined @KevinSpacey. No, Kevin Spacey ruined himself by being a piece of shit hum‚Ä¶ https://t.co/u52v3cPzoJ"
"854","@HouseofCards won't be the same without @KevinSpacey. I will definitely not watch the next season! Sorry @netflix Ì†ΩÌ∏ä"
"855","@NYDailyNews @deray Who is blaming #AnthonyRapp ? As far as I can tell all of us, normal average people, are blaming @KevinSpacey ."
"856","@albinokid please. Kevin @KevinSpacey has no one to blame but himself. And shame on YOU to suggest otherwise"
"857","#PedoGate #KevinSpacey  #Hollywoodisdead Producer Claims @KevinSpacey Drugged and Raped #JustinBieber  https://t.co/NL01SVjTLg"
"858","@albinokid @JornLiverod Actually @KevinSpacey is responsible for what he did. Punishment? He didn't go to jail or p‚Ä¶ https://t.co/8ib5GeBR9p"
"859","@bitcoin_dad or really get people talking and make the sponsor from @KevinSpacey"
"860","@AntifaAnchorage @NYDailyNews @KevinSpacey Accounts like this should be banned, fake Antifa."
"861","@NYDailyNews Anthony Rapp targeted a good LGBT comrade @KevinSpacey"
"862","@JornLiverod @KevinSpacey ruined his career and @albinokid has been doing just fine all these years.  Get your fact‚Ä¶ https://t.co/0iCEEK8tSm"
"863","@JornLiverod @albinokid @KevinSpacey First: it's career. Second: no @KevinSpacey ruined his own life by his actions‚Ä¶ https://t.co/rCozZ4M9aX"
"864","@maryuya @KevinSpacey Same here Maria"
"865","Watch out @KevinSpacey I have found your replacement @DannyDeVito https://t.co/GunCJzrbZ8"
"866","@Rosie @StarlitNovember @karenryan2 @KevinSpacey More people agree with her than you, Rosie"
"867","@JornLiverod @albinokid @KevinSpacey Well, I guess @albinokid¬¥s life has a very good existent. And it¬¥s a crime to‚Ä¶ https://t.co/ljUch8saDR"
"868","@Elizaeverafter @nonnygoats @KevinSpacey Shut up"
"869","@TheWantedEmcees @MayFlowers90 @TheHoneybee_ @cosmeclaire @WarriorforKids @ElisaYoder @hangthepedos @OpenThePrimary‚Ä¶ https://t.co/6HB2wryccU"
"870","@KevinSpacey You dirty dawg"
"871","@albinokid His career over with! He's been allowed 2 become a multi millionaire all those yrs instead of being in j‚Ä¶ https://t.co/U5U4QUvqGM"
"872","@JornLiverod @ImMici @albinokid @KevinSpacey So victims of sexual assault aren‚Äôt supposed to come forward if the pe‚Ä¶ https://t.co/ZHlGHNXHyo"
"873","@JornLiverod @albinokid @KevinSpacey His *career* (unless he's a carrier for something you haven't specified) are o‚Ä¶ https://t.co/q4Y8kFK0WJ"
"874","@JornLiverod @albinokid @KevinSpacey Delete this and rethink what you‚Äôre saying"
"875","@JornLiverod @albinokid @KevinSpacey Career*"
"876","It‚Äôd be nice if the apologies from all these rapey dudes were at least honest:

‚ÄúI‚ÄôM SORRY I GOT CAUGHT.‚Äú‚Ä¶ https://t.co/AFiD4tzdfr"
"877","@jimmykimmel @MooreSenate Just a quick reminder that @HarveyWeinstein @alfranken @KevinSpacey are all in Jimmy's co‚Ä¶ https://t.co/aTf32hKreu"
"878","@margarethendren @AJKreisberg @andydick @BenAffleck @BrettRatner @charliesheen @EdWestwick @GeorgeTakei‚Ä¶ https://t.co/RYsbOD8xng"
"879","@ImMici @albinokid @KevinSpacey Ehh yes thats what i said.. but does it fit the ""crime""? Has @albinokid 's life non-existent up till now?"
"880","@AJKreisberg @andydick @BenAffleck #BobWeinstein @BrettRatner @charliesheen #ChrisSavino #DavidGuillod‚Ä¶ https://t.co/f1S4aGIdga"
"881","@NYDailyNews He was the victim! Jesus..what fucking moron said that? I want some fucking names so we can call out t‚Ä¶ https://t.co/zvfo7Wh8Nj"
"882","@PostMalone , stop disrespecting hip-hop before we have the beibs choke you out.
@realDonaldTrump , stop playing us‚Ä¶ https://t.co/V82CBVuu0N"
"883","@KevinSpacey What I don't understand is that all these people like Kevin Spacey, Matt Lauer, Charlie Rose, etc... g‚Ä¶ https://t.co/8DKpweJc7o"
"884","@JornLiverod @albinokid @KevinSpacey Wrong. Kevin Spacey¬¥s life and career are over because his own bad behavior."
"885","@KevinSpacey @BillOReilly Each of these unchecked dogs worked with colleagues who have or will be looking for new j‚Ä¶ https://t.co/f9RS2WCj1E"
"886","Does anyone know why sexual predators like @KevinSpacey @BillOReilly and Matt Lauer get to get paid after getting c‚Ä¶ https://t.co/0KCyYxGbZW"
"887","@albinokid your life had to been ruined up til now because of what @KevinSpacey did? Eye for an eye? If not, do you‚Ä¶ https://t.co/s7NskvRQth"
"888","@Bluehart007 @GeorgeTakei Notice all the guilty parties are not on @twitter anymore... hmmm &amp; not bashing Trump.. h‚Ä¶ https://t.co/vabJUuPzNr"
"889","@Tejas_Marine @RevJJackson @HarveyWeinstein @KevinSpacey @SenFranken @RepJohnConyers @TODAYshow The list has just b‚Ä¶ https://t.co/s5lpRqV2pA"
"890","@KevinSpacey i do not respect him at all"
"891","@gordieknox @jimmykimmel @MooreSenate @NBCNews @KevinSpacey @realDonaldTrump Thank you and you do the same."
"892","@billykulpa @KevinSpacey @jonlovett It's sort of a Rosemary's Baby, Chinatown thing. You have to make your own choices."
"893","@KevinSpacey No one is perfect - anyone who thinks he or she is is not being honest to himself or herself.  In ever‚Ä¶ https://t.co/N6rcPUMSa5"
"894","Hey! It's December 1! I can finally make jokes about @KevinSpacey and how much he loooooves playing Santa! Also tim‚Ä¶ https://t.co/SLimsihxQN"
"895","@gordieknox @jimmykimmel @MooreSenate @NBCNews @KevinSpacey @realDonaldTrump P.S. #FrankenFondles &amp; Conyers are sti‚Ä¶ https://t.co/EygIDVietf"
"896","@stephanieanne53 @jimmykimmel @MooreSenate @NBCNews @KevinSpacey @realDonaldTrump LOL. Ma‚Äôam, you have a blessed da‚Ä¶ https://t.co/HuOgIytdno"
"897","@gordieknox @jimmykimmel @MooreSenate @NBCNews @KevinSpacey @realDonaldTrump Because his accusers were paid to lie‚Ä¶ https://t.co/ovVHL6tQrG"
"898","""I will put my Christian values aside to fight you. I'll wear a Boy Scout uniform, so you have something to look at‚Ä¶ https://t.co/Rr25eIMOSs"
"899","@stephanieanne53 @jimmykimmel @MooreSenate @NBCNews IMO, politicians should be removed from their position just the‚Ä¶ https://t.co/YdKt7AitKa"
"900","If you are lucky enough to do well, it is your responsibility to send the elevator back down. @KevinSpacey #legend https://t.co/IChwzgMOCY"
"901","@KevinSpacey yo, just wondering how you got away with molesting children ?"
"902","First @KevinSpacey then @BrunoLangley you celebs need to quit! https://t.co/ui7wUrjR8N"
"903","@QCrankypants @netflix @KevinSpacey YES!! I love her in it! Thanks so much for letting me know. I do hope they keep‚Ä¶ https://t.co/j3i5dIpWNA"
"904","Yo who still love @KevinSpacey even after all that bullshit? I legit think he‚Äôs a great actor. Keep being you my dude ‚úåÌ†ºÌøªÌ†ΩÌ∏ã"
"905","@albinokid Anthony, I've read with utter disbelief the negative, bitter and twisted tweets you're receiving. These‚Ä¶ https://t.co/UQO6HPncw3"
"906","@KevinSpacey It's hard to hate a suck brilliant actor..but, why did you do that~"
"907","@KevinSpacey How does it feel to toss an entire career down the toilet and be remembered as a minor molester? 
#RevokeSagAftraMembership"
"908","@HouseofCards should play @KevinSpacey out of the show in a @judgeroymooreAL style scandal #fitting"
"909","@KevinSpacey when will u drop saturation 3"
"910","Some things that appear to be beautiful, often are not. @KevinSpacey 
 #AmericanBeauty #SamMendes
""And I can't feel‚Ä¶ https://t.co/8tZHa0TQIA"
"911","#AllTheMoneyInTheWorld sad i was going to see that movie on Redbox but now no. @KevinSpacey made the movie imo"
"912","@charlierose #mattlauer @KevinSpacey #louisck @rkelly all need to face justice. https://t.co/fAnAjrAa7u"
"913","#AmericaWorks
#Season3
#HouseOfCard
Beat drama ever depict political scenario...
@KevinSpacey best actor ...
I love‚Ä¶ https://t.co/e9NGReeDZU"
"914","In oppose to @KevinSpacey being the cause of the demise? For, you know‚Ä¶ preying on young boys. Astounding. https://t.co/N1moClDghn"
"915","@TheRealSnowwie @KevinSpacey Calm down lil man, stop pretending you're relevant"
"916","@NYDailyNews .@albinokid we believe you - we don‚Äôt blame you Ì†ΩÌ±âÌ†ºÌøº @KevinSpacey is the only one to blame along with ev‚Ä¶ https://t.co/dDphHecfmd"
"917","No puedo imaginar House Of Cards sin @KevinSpacey nomames Netflix."
"918","@MooreSenate @jimmykimmel Judge Moore do us a favor and pass some of that righteousness over to @UncleRUSH‚Ä¶ https://t.co/32oINw7wf2"
"919","#Borat #Mankini #Czechs fined in #Kazakhstan but no #sexualharrassment Take that @KevinSpacey #HarveyWeinstein &amp;‚Ä¶ https://t.co/Ao2EJLIOgz"
"920","@CraigRSawyer @Trump4Florida @KevinSpacey Listen to the whistleblower that trafficked for the Clintons. Brought in‚Ä¶ https://t.co/ysnllx4nYz"
"921","@ShoeyGuyDoom @KevinSpacey Not an insult when it‚Äôs fact, the only insulting part about is your parents not putting you back up there ;)"
"922","@netflix cancel @dannymasterson hold him accountable just like you did with @KevinSpacey"
"923","#MattLauer (not trending? and deleted his account) @alfranken @RepJohnConyers @KevinSpacey #HarveyWeinstein are tha‚Ä¶ https://t.co/lT1PLWm5iO"
"924","@joerotondi I‚Äôd have a clean rap sheet on social media, if it wasn‚Äôt for @joerotondi putting that creep‚Ä¶ https://t.co/KEvwLS6B3c"
"925","@iamthatiamtoday @CraigRSawyer @KevinSpacey @FBI Oh yeah, also SS and PPD"
"926","@EckmanJeff I like the idea, but we need Frank to be alive for at least the course of the rest of his term, and ree‚Ä¶ https://t.co/GrSFUURIAj"
"927","@GeraldoRivera Cosby, @HarveyWeinstein, @KevinSpacey, Lauer, @BillOReilly... The list keeps growing every day. The‚Ä¶ https://t.co/uhZEEMRNwE"
"928","@ckelly79 @SenAlFrank @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Sure it does. But even if not in thes‚Ä¶ https://t.co/AOZG4HlVCE"
"929","@FoxNews @KevinSpacey I won‚Äôt watch HOC if you are in it. Go far away ....."
"930","@OkToBeU @HillaryClinton @HarveyWeinstein @alfranken @charlierose @BillClinton @MLauer @lenadunham @KevinSpacey‚Ä¶ https://t.co/rUT2x6eQ7U"
"931","@albinokid This is the tweet all the haters should be making since they are so angry. 
-Hey @KevinSpacey I was a hu‚Ä¶ https://t.co/DZyOREZPxV"
"932","@Hammyisms @SenAlFrank @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein I would say that power or the narcis‚Ä¶ https://t.co/yjAkdITzSr"
"933","@ckelly79 @SenAlFrank @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Criminals come from everywhere...neve‚Ä¶ https://t.co/givpU6V1L5"
"934","@Tejas_Marine @RevJJackson @HarveyWeinstein @KevinSpacey @SenFranken @RepJohnConyers @TODAYshow I'm surprised no on‚Ä¶ https://t.co/Rb83oWBQZp"
"935","@AnnCoulter @rodilosso_patty Did they already throw @Kevinspacey in prison?"
"936","@bob_bobbson Honestly, Kevin Spacey should never be given another chance in Hollywood again. I usually am not the t‚Ä¶ https://t.co/bICuz13Hen"
"937","@FoxNews @OwenBenjamin @joerogan @benshapiro @KevinSpacey and the walls keep crumbling down... https://t.co/FH5FD3bRFw"
"938","@Tejas_Marine @RevJJackson @HarveyWeinstein @KevinSpacey @SenFranken @RepJohnConyers @TODAYshow Mah ceegar slipped.‚Ä¶ https://t.co/kL1XbV2gYY"
"939","@Hammyisms @SenAlFrank @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Just to clarify, I don‚Äôt align with‚Ä¶ https://t.co/duFxCsmCQa"
"940","@Hammyisms @SenAlFrank @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Ok, will do. Reason I created that l‚Ä¶ https://t.co/Oq58lVjsx5"
"941","@chauncey1986 @Tejas_Marine @RevJJackson @HarveyWeinstein @KevinSpacey @SenFranken @RepJohnConyers @TODAYshow He do‚Ä¶ https://t.co/6IA9II3PQ4"
"942","@Tejas_Marine @RevJJackson @HarveyWeinstein @KevinSpacey @SenFranken @RepJohnConyers @TODAYshow Charlie Rose I thou‚Ä¶ https://t.co/gUsRKUIUzG"
